lat,lon,hour,dayofweek,is_weekend,is_off_hours,km_travelled,km_per_hour,country_changed,resource_changed,device_changed,is_new_device_for_user,is_untrusted_device,mfa_false,result_failure,role_contractor,role_employee,action_login,action_logout,country_IN,country_SG,country_UK,country_US,resource_email,resource_finance_app,resource_hr_portal,resource_vpn,is_anomaly
51.5,-0.12,16,2,0,0,7191.114210511749,20000.0,1,1,1,0,0,0,0,True,False,False,True,False,False,True,False,False,False,True,False,0
1.35,103.82,17,2,0,0,10847.683830031905,20000.0,1,1,1,0,0,0,0,False,True,True,False,False,True,False,False,False,False,False,True,0
19.07,72.87,17,2,0,0,3904.3449234062364,11722.803773363179,1,0,1,0,1,1,0,False,True,True,False,True,False,False,False,False,False,False,True,0
37.77,-122.41,17,2,0,0,13495.773653008306,20000.0,1,1,1,0,0,1,0,False,True,False,False,False,False,False,True,False,True,False,False,0
51.5,-0.12,17,2,0,0,8617.413579531496,20000.0,1,1,1,0,0,0,1,False,True,False,False,False,False,True,False,False,False,True,False,0
1.35,103.82,17,2,0,0,10847.683830031905,20000.0,1,1,1,0,0,0,0,False,True,True,False,False,True,False,False,False,False,False,False,0
1.35,103.82,18,2,0,0,0.0,0.0,0,0,1,0,0,0,0,False,True,True,False,False,True,False,False,False,False,False,False,0
37.77,-122.41,18,2,0,0,13583.243126192967,20000.0,1,0,1,0,0,0,1,True,False,True,False,False,False,False,True,False,False,False,False,0
37.77,-122.41,18,2,0,0,0.0,0.0,0,1,1,0,0,0,0,False,True,True,False,False,False,False,True,False,False,True,False,0
19.07,72.87,18,2,0,0,13495.773653008306,20000.0,1,1,1,0,0,0,0,False,True,False,True,True,False,False,False,False,False,False,True,0
52.52,13.4,18,2,0,0,6286.49014548584,20000.0,1,0,1,0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,True,0
37.77,-122.41,18,2,0,0,9105.156011748604,20000.0,1,1,1,0,0,1,0,False,True,False,True,False,False,False,True,False,True,False,False,0
1.35,103.82,18,2,0,0,13583.243126192967,20000.0,1,0,1,0,0,0,0,True,False,False,True,False,True,False,False,False,True,False,False,0
51.5,-0.12,19,2,0,0,10847.683830031905,10868.817642113792,1,1,1,0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,0
1.35,103.82,19,2,0,0,10847.683830031905,20000.0,1,0,1,0,0,0,0,False,True,True,False,False,True,False,False,False,False,False,True,0
51.5,-0.12,20,2,0,0,10847.683830031905,20000.0,1,1,1,0,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,0
19.07,72.87,20,2,0,0,7191.114210511749,20000.0,1,0,1,0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,0
37.77,-122.41,20,2,0,0,13495.773653008306,20000.0,1,1,1,0,0,0,0,False,True,False,True,False,False,False,True,True,False,False,False,0
51.5,-0.12,20,2,0,0,8617.413579531496,20000.0,1,1,1,0,0,0,0,True,False,True,False,False,False,True,False,False,False,True,False,0
19.07,72.87,21,2,0,0,7191.114210511749,7529.962524096072,1,0,1,0,0,0,0,False,True,False,False,True,False,False,False,False,False,True,False,0
37.77,-122.41,21,2,0,0,13495.773653008306,20000.0,1,1,1,0,1,1,0,False,True,False,False,False,False,False,True,False,False,False,True,0
52.52,13.4,21,2,0,0,9105.156011748604,19853.762351480906,1,1,1,0,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,0
51.5,-0.12,22,2,0,1,930.8785347807835,2029.7775440404728,1,0,1,0,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,0
52.52,13.4,22,2,0,1,930.8785347807835,4178.507138666859,1,1,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,0
37.77,-122.41,22,2,0,1,9105.156011748604,20000.0,1,1,1,0,0,0,0,False,True,False,True,False,False,False,True,False,False,True,False,0
51.5,-0.12,23,2,0,1,8617.413579531496,14050.130836192657,1,1,1,0,0,0,0,True,False,True,False,False,False,True,False,False,False,False,False,0
51.5,-0.12,23,2,0,1,0.0,0.0,0,1,1,0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,0
1.35,103.82,23,2,0,1,10847.683830031905,20000.0,1,0,1,0,0,0,0,False,True,False,True,False,True,False,False,False,False,False,True,0
52.52,13.4,23,2,0,1,9916.835913716,20000.0,1,1,1,0,0,1,0,False,False,True,False,False,False,False,False,False,False,True,False,0
51.5,-0.12,0,3,0,1,930.8785347807835,2517.7781556805567,1,1,1,0,0,0,0,True,False,False,True,False,False,True,False,False,False,False,True,0
52.52,13.4,0,3,0,1,930.8785347807835,20000.0,1,1,1,0,0,1,0,False,True,False,True,False,False,False,False,False,False,True,False,0
1.35,103.82,0,3,0,1,9916.835913716,20000.0,1,1,1,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,True,0
19.07,72.87,0,3,0,1,3904.3449234062364,6658.285989702725,1,1,1,0,0,0,0,False,True,False,True,True,False,False,False,False,True,False,False,0
51.5,-0.12,1,3,0,1,7191.114210511749,20000.0,1,1,1,0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,0
37.77,-122.41,1,3,0,1,8617.413579531496,20000.0,1,1,1,0,1,0,0,False,False,True,False,False,False,False,True,False,False,True,False,0
52.52,13.4,1,3,0,1,9105.156011748604,20000.0,1,1,1,0,1,0,0,False,True,False,True,False,False,False,False,False,True,False,False,0
37.77,-122.41,1,3,0,1,9105.156011748604,20000.0,1,1,1,0,0,0,0,False,True,True,False,False,False,False,True,False,False,False,True,0
19.07,72.87,1,3,0,1,13495.773653008306,20000.0,1,1,1,0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,0
19.07,72.87,2,3,0,1,0.0,0.0,0,1,1,0,1,0,0,True,False,False,False,True,False,False,False,False,True,False,False,0
37.77,-122.41,2,3,0,1,13495.773653008306,20000.0,1,1,1,0,0,0,0,False,True,False,True,False,False,False,True,True,False,False,False,0
52.52,13.4,2,3,0,1,9105.156011748604,20000.0,1,1,1,0,0,0,0,False,True,True,False,False,False,False,False,False,False,True,False,0
19.07,72.87,2,3,0,1,6286.49014548584,20000.0,1,1,1,0,0,0,0,True,False,True,False,True,False,False,False,False,True,False,False,0
52.52,13.4,2,3,0,1,6286.49014548584,20000.0,1,1,1,0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,True,0
1.35,103.82,3,3,0,1,9916.835913716,18421.367022382663,1,1,1,0,1,0,0,False,True,False,False,False,True,False,False,False,False,True,False,0
1.35,103.82,3,3,0,1,0.0,0.0,0,1,1,0,1,1,0,True,False,False,True,False,True,False,False,False,True,False,False,1
37.77,-122.41,3,3,0,1,13583.243126192967,20000.0,1,1,1,0,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,1
19.07,72.87,3,3,0,1,13495.773653008306,20000.0,1,0,1,0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,0
51.5,-0.12,3,3,0,1,7191.114210511749,20000.0,1,1,1,0,0,0,0,False,True,True,False,False,False,True,False,False,False,False,True,0
19.07,72.87,3,3,0,1,7191.114210511749,20000.0,1,1,1,0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,0
52.52,13.4,4,3,0,1,6286.49014548584,20000.0,1,1,1,0,0,1,0,False,True,True,False,False,False,False,False,False,False,False,False,0
51.5,-0.12,4,3,0,1,930.8785347807835,2278.152770367655,1,1,1,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,0
51.5,-0.12,5,3,0,1,0.0,0.0,0,1,1,0,0,0,0,False,True,False,True,False,False,True,False,True,False,False,False,0
19.07,72.87,5,3,0,1,7191.114210511749,20000.0,1,1,1,0,0,1,0,False,True,False,True,True,False,False,False,False,True,False,False,0
37.77,-122.41,5,3,0,1,13495.773653008306,20000.0,1,1,1,0,0,1,0,False,True,False,True,False,False,False,True,False,False,False,False,0
1.35,103.82,5,3,0,1,13583.243126192967,20000.0,1,1,1,0,0,1,0,False,True,True,False,False,True,False,False,False,False,False,True,0
1.35,103.82,5,3,0,1,0.0,0.0,0,1,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,0
51.5,-0.12,5,3,0,1,10847.683830031905,20000.0,1,1,1,0,0,0,0,False,True,False,True,False,False,True,False,False,False,False,True,0
19.07,72.87,6,3,0,0,7191.114210511749,10923.211459005188,1,1,1,0,0,0,0,True,False,False,True,True,False,False,False,False,False,True,False,0
37.77,-122.41,6,3,0,0,13495.773653008306,20000.0,1,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False,True,False,0
52.52,13.4,6,3,0,0,9105.156011748604,20000.0,1,1,1,0,0,0,0,True,False,True,False,False,False,False,False,True,False,False,False,0
51.5,-0.12,6,3,0,0,930.8785347807835,13734.273463978772,1,1,1,0,0,0,0,False,True,False,True,False,False,True,False,False,True,False,False,0
1.35,103.82,7,3,0,0,10847.683830031905,20000.0,1,1,1,0,0,0,0,False,True,True,False,False,True,False,False,False,False,False,False,0
1.35,103.82,7,3,0,0,0.0,0.0,0,1,1,0,0,0,0,False,True,False,False,False,True,False,False,False,False,True,False,0
37.77,-122.41,7,3,0,0,13583.243126192967,20000.0,1,0,1,0,0,0,0,False,True,False,True,False,False,False,True,False,False,True,False,0
52.52,13.4,8,3,0,0,9105.156011748604,20000.0,1,1,1,0,0,1,0,False,True,False,True,False,False,False,False,True,False,False,False,0
37.77,-122.41,9,3,0,0,9105.156011748604,7913.703921365276,1,1,1,0,0,1,0,False,True,False,False,False,False,False,True,False,False,False,False,0
37.77,-122.41,9,3,0,0,0.0,0.0,0,1,1,0,0,1,0,True,False,False,False,False,False,False,True,False,False,False,True,0
51.5,-0.12,10,3,0,0,8617.413579531496,20000.0,1,1,1,0,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,0
52.52,13.4,10,3,0,0,930.8785347807835,20000.0,1,1,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,0
37.77,-122.41,10,3,0,0,9105.156011748604,20000.0,1,0,1,0,1,1,0,False,True,False,False,False,False,False,True,False,False,False,True,0
52.52,13.4,10,3,0,0,9105.156011748604,12463.331422925847,1,1,1,0,1,0,0,False,True,True,False,False,False,False,False,False,False,True,False,0
51.5,-0.12,10,3,0,0,930.8785347807835,19483.50421634198,1,1,1,0,1,0,1,False,True,False,False,False,False,True,False,False,False,False,True,0
19.07,72.87,11,3,0,0,7191.114210511749,20000.0,1,1,1,0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,0
52.52,13.4,11,3,0,0,6286.49014548584,20000.0,1,1,1,0,0,0,0,False,True,True,False,False,False,False,False,True,False,False,False,0
51.5,-0.12,11,3,0,0,930.8785347807835,9520.348651167104,1,0,1,0,0,0,0,True,False,False,True,False,False,True,False,True,False,False,False,0
19.07,72.87,11,3,0,0,7191.114210511749,20000.0,1,1,1,0,0,1,0,False,True,True,False,True,False,False,False,False,False,True,False,0
19.07,72.87,11,3,0,0,0.0,0.0,0,1,1,0,0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,0
52.52,13.4,11,3,0,0,6286.49014548584,20000.0,1,1,1,0,1,0,0,False,True,False,True,False,False,False,False,False,False,False,False,0
52.52,13.4,12,3,0,0,0.0,0.0,0,1,1,0,1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,0
51.5,-0.12,12,3,0,0,930.8785347807835,20000.0,1,1,1,0,0,1,0,True,False,False,False,False,False,True,False,False,False,False,True,0
52.52,13.4,13,3,0,0,930.8785347807835,3123.1712257323584,1,1,1,0,0,0,0,False,True,True,False,False,False,False,False,False,False,True,False,0
51.5,-0.12,13,3,0,0,930.8785347807835,10407.337655934227,1,1,1,0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,0
19.07,72.87,13,3,0,0,7191.114210511749,12398.472776744395,1,0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,0
19.07,72.87,14,3,0,0,0.0,0.0,0,1,1,0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,0
52.52,13.4,14,3,0,0,6286.49014548584,20000.0,1,0,1,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,0
37.77,-122.41,14,3,0,0,9105.156011748604,20000.0,1,1,1,0,0,0,0,True,False,False,True,False,False,False,True,False,False,False,False,0
51.5,-0.12,15,3,0,0,8617.413579531496,20000.0,1,1,1,0,0,0,0,False,True,True,False,False,False,True,False,False,False,False,True,0
1.35,103.82,15,3,0,0,10847.683830031905,20000.0,1,1,1,0,0,1,0,True,False,True,False,False,True,False,False,True,False,False,False,0
51.5,-0.12,15,3,0,0,10847.683830031905,20000.0,1,0,1,0,0,0,0,False,False,False,True,False,False,True,False,True,False,False,False,0
51.5,-0.12,16,3,0,0,0.0,0.0,0,1,1,0,0,1,0,False,True,True,False,False,False,True,False,False,False,True,False,0
52.52,13.4,16,3,0,0,930.8785347807835,2135.858970816329,1,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,0
19.07,72.87,16,3,0,0,6286.49014548584,19244.35758822196,1,1,1,0,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,0
19.07,72.87,16,3,0,0,0.0,0.0,0,1,1,0,0,0,0,True,False,True,False,True,False,False,False,False,False,False,True,0
37.77,-122.41,17,3,0,0,13495.773653008306,20000.0,1,1,1,0,0,0,0,False,True,True,False,False,False,False,True,True,False,False,False,0
52.52,13.4,17,3,0,0,9105.156011748604,20000.0,1,1,1,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,0
52.52,13.4,17,3,0,0,0.0,0.0,0,1,1,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,0
37.77,-122.41,18,3,0,0,9105.156011748604,20000.0,1,0,1,0,0,1,1,False,True,False,True,False,False,False,True,False,True,False,False,0
19.07,72.87,18,3,0,0,13495.773653008306,20000.0,1,1,1,0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,0
51.5,-0.12,18,3,0,0,7191.114210511749,20000.0,1,1,1,0,0,0,0,False,True,True,False,False,False,True,False,True,False,False,False,0
19.07,72.87,18,3,0,0,7191.114210511749,20000.0,1,1,1,0,0,0,0,False,True,True,False,True,False,False,False,False,False,False,True,0
37.77,-122.41,18,3,0,0,13495.773653008306,20000.0,1,0,1,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,True,0
37.77,-122.41,18,3,0,0,0.0,0.0,0,1,1,0,1,0,0,False,True,False,False,False,False,False,True,False,False,True,False,0
52.52,13.4,19,3,0,0,9105.156011748604,20000.0,1,1,1,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,0
52.52,13.4,19,3,0,0,0.0,0.0,0,1,1,0,0,1,0,False,True,False,True,False,False,False,False,True,False,False,False,0
1.35,103.82,19,3,0,0,9916.835913716,20000.0,1,1,1,0,0,1,0,False,True,True,False,False,True,False,False,False,False,True,False,0
51.5,-0.12,19,3,0,0,10847.683830031905,20000.0,1,0,1,0,0,0,0,False,True,False,True,False,False,True,False,False,False,True,False,0
52.52,13.4,19,3,0,0,930.8785347807835,6419.851964005404,1,1,1,0,0,0,1,False,True,False,False,False,False,False,False,False,True,False,False,0
52.52,13.4,20,3,0,0,0.0,0.0,0,1,1,0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False,0
52.52,13.4,20,3,0,0,0.0,0.0,0,1,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,0
37.77,-122.41,20,3,0,0,9105.156011748604,20000.0,1,1,1,0,0,0,0,False,True,False,True,False,False,False,True,False,True,False,False,0
1.35,103.82,20,3,0,0,13583.243126192967,20000.0,1,1,1,0,0,0,0,False,True,False,True,False,True,False,False,False,False,False,True,0
19.07,72.87,21,3,0,0,3904.3449234062364,18136.31190227413,1,1,1,0,0,0,0,False,True,True,False,True,False,False,False,False,False,True,False,0
52.52,13.4,21,3,0,0,6286.49014548584,20000.0,1,1,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,0
19.07,72.87,21,3,0,0,6286.49014548584,20000.0,1,1,1,0,1,0,0,False,True,False,True,True,False,False,False,False,False,False,False,0
52.52,13.4,21,3,0,0,6286.49014548584,20000.0,1,1,1,0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,True,0
37.77,-122.41,21,3,0,0,9105.156011748604,20000.0,1,0,1,0,0,0,0,False,True,False,True,False,False,False,True,False,False,False,True,0
19.07,72.87,21,3,0,0,13495.773653008306,20000.0,1,1,1,0,1,0,0,False,True,False,False,True,False,False,False,True,False,False,False,0
37.77,-122.41,21,3,0,0,13495.773653008306,20000.0,1,1,1,0,0,1,0,False,True,True,False,False,False,False,True,False,False,False,False,0
19.07,72.87,22,3,0,1,13495.773653008306,20000.0,1,1,1,0,0,0,0,True,False,False,True,True,False,False,False,False,False,True,False,0
19.07,72.87,22,3,0,1,0.0,0.0,0,1,1,0,0,0,0,False,True,False,True,True,False,False,False,False,True,False,False,0
37.77,-122.41,22,3,0,1,13495.773653008306,20000.0,1,1,1,0,0,1,0,False,True,False,True,False,False,False,True,False,False,True,False,0
1.35,103.82,22,3,0,1,13583.243126192967,20000.0,1,1,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,True,0
52.52,13.4,22,3,0,1,9916.835913716,20000.0,1,1,1,0,0,0,0,False,True,True,False,False,False,False,False,True,False,False,False,0
19.07,72.87,23,3,0,1,6286.49014548584,8667.699932496753,1,1,1,0,0,0,0,False,True,False,True,True,False,False,False,False,False,True,False,0
52.52,13.4,0,4,0,1,6286.49014548584,7218.936052232543,1,1,1,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,0
52.52,13.4,0,4,0,1,0.0,0.0,0,0,1,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,0
1.35,103.82,0,4,0,1,9916.835913716,20000.0,1,1,1,0,0,0,0,False,True,True,False,False,True,False,False,False,False,False,True,0
1.35,103.82,0,4,0,1,0.0,0.0,0,1,1,0,0,0,1,False,True,False,False,False,True,False,False,False,False,False,False,0
52.52,13.4,0,4,0,1,9916.835913716,20000.0,1,1,1,0,0,0,0,True,False,False,True,False,False,False,False,False,False,True,False,0
52.52,13.4,0,4,0,1,0.0,0.0,0,1,1,0,0,0,1,False,True,False,True,False,False,False,False,False,False,False,False,0
19.07,72.87,1,4,0,1,6286.49014548584,20000.0,1,1,1,0,1,0,0,False,False,False,False,True,False,False,False,False,True,False,False,0
52.52,13.4,2,4,0,1,6286.49014548584,5943.110431656782,1,1,1,0,0,1,0,False,True,True,False,False,False,False,False,False,False,False,False,0
37.77,-122.41,2,4,0,1,9105.156011748604,20000.0,1,1,1,0,0,0,0,True,False,False,False,False,False,False,True,True,False,False,False,0
19.07,72.87,2,4,0,1,13495.773653008306,20000.0,1,1,1,0,0,0,0,False,True,False,True,True,False,False,False,False,False,False,True,0
51.5,-0.12,2,4,0,1,7191.114210511749,20000.0,1,1,1,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,False,0
37.77,-122.41,3,4,0,1,8617.413579531496,8553.264098790567,1,1,1,0,0,0,0,False,False,False,False,False,False,False,True,False,True,False,False,0
1.35,103.82,3,4,0,1,13583.243126192967,20000.0,1,1,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,0
52.52,13.4,4,4,0,1,9916.835913716,20000.0,1,1,1,0,1,0,1,False,False,False,False,False,False,False,False,False,True,False,False,0
51.5,-0.12,4,4,0,1,930.8785347807835,20000.0,1,0,1,0,0,1,0,False,True,False,True,False,False,True,False,False,True,False,False,0
52.52,13.4,4,4,0,1,930.8785347807835,4258.148316659238,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,0
19.07,72.87,4,4,0,1,6286.49014548584,20000.0,1,0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True,False,0
51.5,-0.12,4,4,0,1,7191.114210511749,20000.0,1,1,1,0,0,0,0,True,False,True,False,False,False,True,False,False,False,False,True,0
51.5,-0.12,4,4,0,1,0.0,0.0,0,1,1,0,0,1,0,True,False,False,False,False,False,True,False,False,False,True,False,0
51.5,-0.12,4,4,0,1,0.0,0.0,0,0,1,0,0,0,0,False,True,False,True,False,False,True,False,False,False,True,False,0
52.52,13.4,5,4,0,1,930.8785347807835,6093.023136746946,1,1,1,0,0,0,1,False,True,True,False,False,False,False,False,False,False,False,False,0
19.07,72.87,5,4,0,1,6286.49014548584,6617.358047879832,1,1,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,0
37.77,-122.41,6,4,0,0,13495.773653008306,20000.0,1,0,1,0,0,0,0,False,True,False,True,False,False,False,True,False,False,False,True,0
51.5,-0.12,6,4,0,0,8617.413579531496,20000.0,1,0,1,0,0,0,0,False,True,False,True,False,False,True,False,False,False,False,True,0
19.07,72.87,6,4,0,0,7191.114210511749,19626.998603367927,1,1,1,0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,0
1.35,103.82,6,4,0,0,3904.3449234062364,20000.0,1,1,1,0,0,0,0,False,True,False,True,False,True,False,False,False,False,False,False,0
19.07,72.87,6,4,0,0,3904.3449234062364,11155.271209732105,1,1,1,0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,0
37.77,-122.41,7,4,0,0,13495.773653008306,20000.0,1,0,0,0,0,0,0,False,True,False,True,False,False,False,True,True,False,False,False,0
37.77,-122.41,7,4,0,0,0.0,0.0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,True,True,False,False,False,0
1.35,103.82,7,4,0,0,13583.243126192967,20000.0,1,1,1,0,0,0,0,False,True,False,True,False,True,False,False,False,False,False,False,0
52.52,13.4,7,4,0,0,9916.835913716,20000.0,1,1,1,0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,True,0
1.35,103.82,8,4,0,0,9916.835913716,20000.0,1,1,1,0,0,1,0,False,True,True,False,False,True,False,False,False,False,True,False,0
51.5,-0.12,8,4,0,0,10847.683830031905,20000.0,1,1,1,0,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,0
19.07,72.87,8,4,0,0,7191.114210511749,20000.0,1,1,1,0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,True,0
1.35,103.82,8,4,0,0,3904.3449234062364,17814.501551663434,1,1,1,0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,0
51.5,-0.12,9,4,0,0,10847.683830031905,16319.123187678588,1,1,1,0,0,0,0,True,False,False,True,False,False,True,False,False,False,True,False,0
37.77,-122.41,9,4,0,0,8617.413579531496,20000.0,1,1,1,0,0,0,0,False,True,False,True,False,False,False,True,False,False,False,True,0
1.35,103.82,9,4,0,0,13583.243126192967,20000.0,1,0,1,0,0,1,0,False,True,True,False,False,True,False,False,False,False,False,True,0
37.77,-122.41,10,4,0,0,13583.243126192967,20000.0,1,1,1,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,0
19.07,72.87,10,4,0,0,13495.773653008306,20000.0,1,1,1,0,0,1,0,False,True,True,False,True,False,False,False,True,False,False,False,0
52.52,13.4,11,4,0,0,6286.49014548584,3808.711633077924,1,0,1,0,0,0,0,False,True,True,False,False,False,False,False,True,False,False,False,0
52.52,13.4,12,4,0,0,0.0,0.0,0,1,1,0,0,1,0,False,True,False,True,False,False,False,False,False,False,False,False,0
51.5,-0.12,12,4,0,0,930.8785347807835,2356.654518432363,1,1,1,0,0,0,0,False,True,False,True,False,False,True,False,False,True,False,False,0
19.07,72.87,12,4,0,0,7191.114210511749,20000.0,1,1,1,0,0,0,0,False,True,False,True,True,False,False,False,True,False,False,False,0
51.5,-0.12,12,4,0,0,0.0,0.0,1,1,1,1,0,0,0,False,True,False,False,False,False,True,False,False,True,False,False,0
1.35,103.82,12,4,0,0,10847.683830031905,20000.0,1,1,1,1,0,1,0,False,True,False,True,False,True,False,False,False,False,False,True,0
1.35,103.82,12,4,0,0,0.0,0.0,0,1,1,1,0,0,0,False,True,True,False,False,True,False,False,True,False,False,False,0
52.52,13.4,13,4,0,0,9916.835913716,20000.0,1,1,1,1,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,0
37.77,-122.41,13,4,0,0,9105.156011748604,20000.0,1,1,1,0,0,1,0,False,True,False,False,False,False,False,True,False,False,False,False,0
37.77,-122.41,13,4,0,0,0.0,0.0,0,1,1,1,0,1,0,False,True,True,False,False,False,False,True,False,False,True,False,0
1.35,103.82,13,4,0,0,13583.243126192967,20000.0,1,1,1,1,0,1,0,False,True,True,False,False,True,False,False,False,False,False,True,0
52.52,13.4,13,4,0,0,9916.835913716,20000.0,1,1,1,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,0
19.07,72.87,13,4,0,0,6286.49014548584,20000.0,1,1,1,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,0
19.07,72.87,14,4,0,0,0.0,0.0,0,1,1,1,0,1,0,False,True,False,False,True,False,False,False,False,False,True,False,0
19.07,72.87,14,4,0,0,0.0,0.0,0,1,1,1,0,1,0,False,True,False,False,True,False,False,False,False,False,False,True,0
37.77,-122.41,14,4,0,0,13495.773653008306,20000.0,1,0,1,1,1,0,0,False,True,True,False,False,False,False,True,False,False,False,True,0
37.77,-122.41,14,4,0,0,0.0,0.0,0,0,1,1,0,1,0,False,True,True,False,False,False,False,True,False,False,False,True,0
51.5,-0.12,14,4,0,0,8617.413579531496,20000.0,1,1,1,1,1,0,0,False,True,True,False,False,False,True,False,True,False,False,False,0
19.07,72.87,14,4,0,0,7191.114210511749,20000.0,1,1,1,1,0,1,0,False,True,False,False,True,False,False,False,False,False,True,False,0
52.52,13.4,14,4,0,0,6286.49014548584,20000.0,1,1,1,1,0,0,0,True,False,True,False,False,False,False,False,True,False,False,False,0
37.77,-122.41,15,4,0,0,9105.156011748604,11976.091210191806,1,1,1,1,0,0,0,False,True,False,True,False,False,False,True,False,True,False,False,0
37.77,-122.41,15,4,0,0,0.0,0.0,0,0,1,1,0,0,0,False,True,False,True,False,False,False,True,False,True,False,False,0
19.07,72.87,15,4,0,0,13495.773653008306,20000.0,1,1,1,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,0
1.35,103.82,15,4,0,0,3904.3449234062364,20000.0,1,1,1,1,0,1,0,False,True,False,True,False,True,False,False,False,False,True,False,0
52.52,13.4,15,4,0,0,9916.835913716,20000.0,1,1,1,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,0
37.77,-122.41,16,4,0,0,9105.156011748604,20000.0,1,1,1,1,1,1,0,True,False,False,True,False,False,False,True,False,False,True,False,0
1.35,103.82,17,4,0,0,13583.243126192967,17389.642693561407,1,1,1,1,0,1,0,False,True,False,True,False,True,False,False,False,True,False,False,0
1.35,103.82,17,4,0,0,0.0,0.0,0,1,1,1,0,0,0,True,False,False,False,False,True,False,False,False,False,False,True,0
52.52,13.4,17,4,0,0,9916.835913716,20000.0,1,0,1,1,0,0,0,True,False,False,True,False,False,False,False,False,False,False,True,0
37.77,-122.41,17,4,0,0,9105.156011748604,20000.0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,0
52.52,13.4,17,4,0,0,9105.156011748604,20000.0,1,1,1,1,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,0
1.35,103.82,17,4,0,0,9916.835913716,20000.0,1,0,1,1,0,0,0,False,True,True,False,False,True,False,False,True,False,False,False,0
19.07,72.87,17,4,0,0,3904.3449234062364,20000.0,1,1,1,1,0,0,0,False,True,True,False,True,False,False,False,False,False,True,False,0
37.77,-122.41,17,4,0,0,13495.773653008306,20000.0,1,1,1,1,0,0,0,False,True,True,False,False,False,False,True,False,True,False,False,0
19.07,72.87,17,4,0,0,13495.773653008306,20000.0,1,1,1,1,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,0
52.52,13.4,17,4,0,0,6286.49014548584,20000.0,1,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,0
